"post_title","ID","post_content","post_excerpt","post_date","post_name","post_author","post_status","featured_image","wp_page_template","post_format","comment_status","ping_status","pinged","post_parent","menu_order","era_species_ecoregion_new","era_species_common_name","era_species_img_credit","era_species_related_projects","pods_caption","pods_alt_text","pods_description","pods_file_name","pods_title","title","meta_desc","meta-robots-noindex","meta-robots-nofollow","meta-robots-adv","bctitle","canonical","redirect","opengraph-title","opengraph-description","opengraph-image","twitter-title","twitter-description","twitter-image","google-plus-title","google-plus-description","google-plus-image","focus_keyword","schema_page_type","schema_article_type","cornerstone-content","focuskeywords","keywordsynonyms"
"Dodonaea viscosa","4273",,,"2022-06-15 13:05:41","dodonaea-viscosa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Dodonaea_viscosa_Flipphi_1-1.jpg",,"standard","closed","closed",,"0","0","Deccan Thorn Scrub forests","Dodonaea viscosa",,,,,,,,"Dodonaea viscosa",,,,,,,,,,,,,,,,,,,,,,
"Dodonaea viscosa","4274",,,"2022-06-15 13:05:42","dodonaea-viscosa-2","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Dodonaea_viscosa_in_Mexico-1.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau Dry Deciduous forests","Dodonaea viscosa",,,,,,,,"Dodonaea viscosa",,,,,,,,,,,,,,,,,,,,,,
"Drypetes malabarica","4275",,,"2022-06-15 13:05:43","drypetes-malabarica","era_ad","publish","https://era-india.org/wp-content/uploads/2022/02/Atalantia_monophylla-1.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Drypetes malabarica",,,,,,,,"Drypetes malabarica",,,,,,,,,,,,,,,,,,,,,,
"Drypetes sepiaria","4276",,,"2022-06-15 13:05:46","drypetes-sepiaria","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Drypetes_sepiaria_leaves-1.jpg",,"standard","closed","closed",,"0","0","East Deccan dry-evergreen forests","Drypetes sepiaria",,,,,,,,"Drypetes sepiaria",,,,,,,,,,,,,,,,,,,,,,
"Ehretia laevis","4277",,,"2022-06-15 13:05:47","ehretia-laevis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Charmavriksha_2092967743-1.jpg",,"standard","closed","closed",,"0","0","North Western Ghats montane rainforests","Ehretia laevis",,,,,,,,"Ehretia laevis",,,,,,,,,,,,,,,,,,,,,,
"Elaeocarpus sphaericus","4278",,,"2022-06-15 13:05:48","elaeocarpus-sphaericus","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/4-ElaeocarpussphaericusRudraksh-NoopurBorawake-1.jpg",,"standard","closed","closed",,"0","0","Eastern Himalayan broadleaf forests","Elaeocarpus sphaericus",,"Tropical forest restoration in the Eastern Himalaya",,,,,,"Elaeocarpus sphaericus",,,,,,,,,,,,,,,,,,,,,,
"Elaeocarpus tuberculatus","4279",,,"2022-06-15 13:05:48","elaeocarpus-tuberculatus","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/06-Elaeocarpus_tuberculatus_001-ArjunSingh-1.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Elaeocarpus tuberculatus",,"Anamalai Rainforest Restoration",,,,,,"Elaeocarpus tuberculatus",,,,,,,,,,,,,,,,,,,,,,
"Elaeocarpus variabilis","4280",,,"2022-06-15 13:05:49","elaeocarpus-variabilis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/04-Elaeocarpusvariabilis-ArjunSingh-1.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Elaeocarpus variabilis",,"Restoring hill wetlands of the Nilgiri Biosphere Reserve",,,,,,"Elaeocarpus variabilis",,,,,,,,,,,,,,,,,,,,,,
"Ephedra foliata","4281",,,"2022-06-15 13:05:51","ephedra-foliata","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Ephedrafoliata-PradipKrishen.jpg",,"standard","closed","closed",,"0","0","Thar Desert","Ephedra foliata",,"Rao Jodha Desert Rock Park",,,,,,"Ephedra foliata",,,,,,,,,,,,,,,,,,,,,,
"Erythrina stricta","4282",,,"2022-06-15 13:05:51","erythrina-stricta","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Raktamandar_3292344859-1.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Erythrina stricta",,,,,,,,"Erythrina stricta",,,,,,,,,,,,,,,,,,,,,,
"Euphorbia caducifolia","4283",,,"2022-06-15 13:05:52","euphorbia-caducifolia","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Euphorbiacaducifolia-PradipKrishen.jpg",,"standard","closed","closed",,"0","0","Thar Desert","Euphorbia caducifolia",,"Rao Jodha Desert Rock Park",,,,,,"Euphorbia caducifolia",,,,,,,,,,,,,,,,,,,,,,
"Euphorbia khandallensis (syn. Euphorbia panchganiensis)","4284",,,"2022-06-15 13:05:52","euphorbia-khandallensis-syn-euphorbia-panchganiensis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/EuphorbiakhandallensisEpanchganiensis-AparnaWatve.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests,North Western Ghats montane rainforests","Euphorbia khandallensis (syn. Euphorbia panchganiensis)",,"Ecological Restoration of Panchgani tableland",,,,,,"Euphorbia khandallensis (syn. Euphorbia panchganiensis)",,,,,,,,,,,,,,,,,,,,,,
"Ficus drupacea","4285",,,"2022-06-15 13:05:53","ficus-drupacea","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Ficus_drupacea_var._pubescens_mysorensis_AJT_Johnsingh.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Ficus drupacea",,,,,,,,"Ficus drupacea",,,,,,,,,,,,,,,,,,,,,,
"Ficus mollus","4286",,,"2022-06-15 13:05:55","ficus-mollus","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Ficusmollus-VArun.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau dry deciduous forests","Ficus mollus",,,,,,,,"Ficus mollus",,,,,,,,,,,,,,,,,,,,,,
"Flueggea leucopyrus","4287",,,"2022-06-15 13:05:56","flueggea-leucopyrus","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/ERN_Flueggealeucopyrus-VijayDhasmana.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Flueggea leucopyrus",,,,,,,,"Flueggea leucopyrus",,,,,,,,,,,,,,,,,,,,,,
"Garcinia gummi-gutta","4288",,,"2022-06-15 13:05:56","garcinia-gummi-gutta","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Garcinia_gummi-gutta_Kerala.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Garcinia gummi-gutta",,,,,,,,"Garcinia gummi-gutta",,,,,,,,,,,,,,,,,,,,,,
"Garcinia morella","4290",,,"2022-06-15 13:05:57","garcinia-morella","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Garcinia_morella-1-chemungi-kerala-India.jpg",,"standard","closed","closed",,"0","0","North Western Ghats montane rainforests","Garcinia morella",,,,,,,,"Garcinia morella",,,,,,,,,,,,,,,,,,,,,,
"Gardenia gummifera","4291",,,"2022-06-15 13:05:58","gardenia-gummifera","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Gardenia_gummifera_22-1.jpg",,"standard","closed","closed",,"0","0","Deccan Thorn Scrub forests","Gardenia gummifera",,,,,,,,"Gardenia gummifera",,,,,,,,,,,,,,,,,,,,,,
"Givotia moluccana","4292",,,"2022-06-15 13:06:02","givotia-moluccana","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Givotia_moluccana_04.jpg",,"standard","closed","closed",,"0","0","Deccan Thorn Scrub forests","Givotia moluccana",,,,,,,,"Givotia moluccana",,,,,,,,,,,,,,,,,,,,,,
"Givottia rottleformis","4293",,,"2022-06-15 13:06:03","givottia-rottleformis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Givottiarottleformis-VArun.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau dry deciduous forests","Givottia rottleformis",,,,,,,,"Givottia rottleformis",,,,,,,,,,,,,,,,,,,,,,
"Gnetum ula","4294",,,"2022-06-15 13:06:03","gnetum-ula","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Gnetum_ula_Thalaicauvery_WLS_March_2010_AJT_Johnsingh.jpg",,"standard","closed","closed",,"0","0","North Western Ghats montane rainforests","Gnetum ula",,,,,,,,"Gnetum ula",,,,,,,,,,,,,,,,,,,,,,
"Gnidia glauca","4295",,,"2022-06-15 13:06:04","gnidia-glauca","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Gnidia_glauca_02.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Gnidia glauca",,,,,,,,"Gnidia glauca",,,,,,,,,,,,,,,,,,,,,,
"Grewia asiatica","4296",,,"2022-06-15 13:06:05","grewia-asiatica","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Grewia_asiatica_4400631078.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau Dry Deciduous forests","Grewia asiatica",,,,,,,,"Grewia asiatica",,,,,,,,,,,,,,,,,,,,,,
"Gymnema sylvestre","4297",,,"2022-06-15 13:06:07","gymnema-sylvestre","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Gymnema_sylvestre.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Gymnema sylvestre",,,,,,,,"Gymnema sylvestre",,,,,,,,,,,,,,,,,,,,,,
"Gymnosporia senegalensis","4298",,,"2022-06-15 13:06:08","gymnosporia-senegalensis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Gymnosporiasenegalensis-PradipKrishen.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests,Thar Desert","Gymnosporia senegalensis",,"Rao Jodha Desert Rock Park,Native Plant Garden at Dhodhakari",,,,,,"Gymnosporia senegalensis",,,,,,,,,,,,,,,,,,,,,,
"Habenaria longicornu","4299",,,"2022-06-15 13:06:09","habenaria-longicornu","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Habenarialongicornu-SuprabhaSeshan.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Habenaria longicornu",,"Rewilding former plantations and degraded forests",,,,,,"Habenaria longicornu",,,,,,,,,,,,,,,,,,,,,,
"Habenaria suaveolens (syn. Habenaria panchganiensis)","4300",,,"2022-06-15 13:06:09","habenaria-suaveolens-syn-habenaria-panchganiensis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/HabenariasuaveolensHpanchganiensis-AparnaWatve.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests,North Western Ghats montane rainforests","Habenaria suaveolens (syn. Habenaria panchganiensis)",,"Ecological Restoration of Panchgani tableland",,,,,,"Habenaria suaveolens (syn. Habenaria panchganiensis)",,,,,,,,,,,,,,,,,,,,,,
"Helicteres isora","4301",,,"2022-06-15 13:06:09","helicteres-isora","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Helicteres_isora_East_Indian_screw_tree_W_IMG_1245.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau Dry Deciduous forests","Helicteres isora",,,,,,,,"Helicteres isora",,,,,,,,,,,,,,,,,,,,,,
"Heritiera papilio","4302",,,"2022-06-15 13:06:12","heritiera-papilio","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/08-Heritierapapilio-SiddharthMachado-ArjunSingh-1.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Heritiera papilio",,"Anamalai Rainforest Restoration",,,,,,"Heritiera papilio",,,,,,,,,,,,,,,,,,,,,,
"Heteropogon contortus","4303",,,"2022-06-15 13:06:12","heteropogon-contortus","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Starr_060405-6950_Heteropogon_contortus.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Heteropogon contortus",,,,,,,,"Heteropogon contortus",,,,,,,,,,,,,,,,,,,,,,
"Heydychium flavescens","4304",,,"2022-06-15 13:06:13","heydychium-flavescens","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/05-Heydychiumflavescens-ArjunSingh-1.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Heydychium flavescens",,"Restoring hill wetlands of the Nilgiri Biosphere Reserve",,,,,,"Heydychium flavescens",,,,,,,,,,,,,,,,,,,,,,
"Hiptage benghalensis","4305",,,"2022-06-15 13:06:13","hiptage-benghalensis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Hiptage_benghalensis.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau Dry Deciduous forests","Hiptage benghalensis",,,,,,,,"Hiptage benghalensis",,,,,,,,,,,,,,,,,,,,,,
"Hopea parviflora","4306",,,"2022-06-15 13:06:14","hopea-parviflora","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Hopea_parviflora.jpg",,"standard","closed","closed",,"0","0","South Western Ghats Moist Deciduous forests","Hopea parviflora",,,,,,,,"Hopea parviflora",,,,,,,,,,,,,,,,,,,,,,
"Hopea ponga","4307",,,"2022-06-15 13:06:17","hopea-ponga","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Hopea_Ponga_07.jpg",,"standard","closed","closed",,"0","0","North Western Ghats montane rainforests","Hopea ponga",,,,,,,,"Hopea ponga",,,,,,,,,,,,,,,,,,,,,,
"Horsfieldia kingii","4308",,,"2022-06-15 13:06:18","horsfieldia-kingii","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/5-HorsfieldiakingiiRamtamul-NoopurBorawake-1.jpg",,"standard","closed","closed",,"0","0","Eastern Himalayan broadleaf forests","Horsfieldia kingii",,"Tropical forest restoration in the Eastern Himalaya",,,,,,"Horsfieldia kingii",,,,,,,,,,,,,,,,,,,,,,
"Hydnocarpus pentandra","4309",,,"2022-06-15 13:06:18","hydnocarpus-pentandra","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Garudaphala_5662074766.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Hydnocarpus pentandra",,,,,,,,"Hydnocarpus pentandra",,,,,,,,,,,,,,,,,,,,,,
"Impatiens acaulis","4310",,,"2022-06-15 13:06:19","impatiens-acaulis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/ImpatiensacauliswithOberoniasp.andferns-SuprabhaSeshan.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Impatiens acaulis",,"Rewilding former plantations and degraded forests",,,,,,"Impatiens acaulis",,,,,,,,,,,,,,,,,,,,,,
"Ixora nigricans","4311",,,"2022-06-15 13:06:19","ixora-nigricans","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Ixora_nigricans_08.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Ixora nigricans",,,,,,,,"Ixora nigricans",,,,,,,,,,,,,,,,,,,,,,
"Jasminum angustifolium","4312",,,"2022-06-15 13:06:23","jasminum-angustifolium","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Jasminum_angustifolium_48922729886.jpg",,"standard","closed","closed",,"0","0","East Deccan dry-evergreen forests","Jasminum angustifolium",,,,,,,,"Jasminum angustifolium",,,,,,,,,,,,,,,,,,,,,,
"Knema attenuata","4313",,,"2022-06-15 13:06:24","knema-attenuata","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Knema_attenuata-Bhoothathaankettu_03.jpg",,"standard","closed","closed",,"0","0","North Western Ghats montane rainforests","Knema attenuata",,,,,,,,"Knema attenuata",,,,,,,,,,,,,,,,,,,,,,
"Lagerstroemia microcarpa","4314",,,"2022-06-15 13:06:25","lagerstroemia-microcarpa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Lagerstroemia_microcarpa_5785262462.jpg",,"standard","closed","closed",,"0","0","South Western Ghats Moist Deciduous forests","Lagerstroemia microcarpa",,,,,,,,"Lagerstroemia microcarpa",,,,,,,,,,,,,,,,,,,,,,
"Lepidagathis trinervis","4315",,,"2022-06-15 13:06:26","lepidagathis-trinervis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Lepidagathistrinervis-PradipKrishen.jpg",,"standard","closed","closed",,"0","0","Thar Desert","Lepidagathis trinervis",,"Rao Jodha Desert Rock Park",,,,,,"Lepidagathis trinervis",,,,,,,,,,,,,,,,,,,,,,
"Lepisanthes tetraphylla","4316",,,"2022-06-15 13:06:27","lepisanthes-tetraphylla","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Lepisanthes_tetraphylla_near_Perumbadi_5.jpg",,"standard","closed","closed",,"0","0","East Deccan dry-evergreen forests","Lepisanthes tetraphylla",,,,,,,,"Lepisanthes tetraphylla",,,,,,,,,,,,,,,,,,,,,,
"Ligustrum Sp.","4317",,,"2022-06-15 13:06:30","ligustrum-sp","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/06-Ligustrum-ArjunSingh.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Ligustrum Sp.",,"Restoring hill wetlands of the Nilgiri Biosphere Reserve",,,,,,"Ligustrum Sp.",,,,,,,,,,,,,,,,,,,,,,
"Litsea coriacea","4318",,,"2022-06-15 13:06:30","litsea-coriacea","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Pannithali_30296526733.jpg",,"standard","closed","closed",,"0","0","South Western Ghats Moist Deciduous forests","Litsea coriacea",,,,,,,,"Litsea coriacea",,,,,,,,,,,,,,,,,,,,,,
"Litsea glutinosa","4319",,,"2022-06-15 13:06:31","litsea-glutinosa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Litsea_glutinosa_6.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Litsea glutinosa",,,,,,,,"Litsea glutinosa",,,,,,,,,,,,,,,,,,,,,,
"Litsea oleoides","4320",,,"2022-06-15 13:06:32","litsea-oleoides","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/09-Litseaoleoides-Srini-ArjunSingh.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Litsea oleoides",,"Anamalai Rainforest Restoration",,,,,,"Litsea oleoides",,,,,,,,,,,,,,,,,,,,,,
"Livistona jenkinsiana","4321",,,"2022-06-15 13:06:32","livistona-jenkinsiana","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/6-LivistonajenkinsianaTokko-NoopurBorawake.jpg",,"standard","closed","closed",,"0","0","Eastern Himalayan broadleaf forests","Livistona jenkinsiana",,"Tropical forest restoration in the Eastern Himalaya",,,,,,"Livistona jenkinsiana",,,,,,,,,,,,,,,,,,,,,,
"Maesa indica","4322",,,"2022-06-15 13:06:34","maesa-indica","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Maesa_indica_Roxb._Sweet_51937034316.jpg",,"standard","closed","closed",,"0","0","South Western Ghats Moist Deciduous forests","Maesa indica",,,,,,,,"Maesa indica",,,,,,,,,,,,,,,,,,,,,,
"Malaxis versicolor","4323",,,"2022-06-15 13:06:36","malaxis-versicolor","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Malaxisversicolor-SuprabhaSeshan.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Malaxis versicolor",,"Rewilding former plantations and degraded forests",,,,,,"Malaxis versicolor",,,,,,,,,,,,,,,,,,,,,,
"Mallotus philippensis","4324",,,"2022-06-15 13:06:36","mallotus-philippensis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Mallotus_philippensis_fruits_5358.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau Dry Deciduous forests","Mallotus philippensis",,,,,,,,"Mallotus philippensis",,,,,,,,,,,,,,,,,,,,,,
"Meliosma simplicifolia","4325",,,"2022-06-15 13:06:37","meliosma-simplicifolia","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Meliosma_simplicifolia_31.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Meliosma simplicifolia",,,,,,,,"Meliosma simplicifolia",,,,,,,,,,,,,,,,,,,,,,
"Memecylon malabaricum","4326",,,"2022-06-15 13:06:39","memecylon-malabaricum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Memecylon_Malabaricum_33845187453.jpg",,"standard","closed","closed",,"0","0","South Western Ghats Moist Deciduous forests","Memecylon malabaricum",,,,,,,,"Memecylon malabaricum",,,,,,,,,,,,,,,,,,,,,,
"Memecylon umbellatum","4327",,,"2022-06-15 13:06:41","memecylon-umbellatum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Memecylon_umbellatum_2396029326.jpg",,"standard","closed","closed",,"0","0","East Deccan dry-evergreen forests","Memecylon umbellatum",,,,,,,,"Memecylon umbellatum",,,,,,,,,,,,,,,,,,,,,,
"Mesua ferrea","4328",,,"2022-06-15 13:06:43","mesua-ferrea","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Mesua_ferrea_L._49573366098.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Mesua ferrea",,"Anamalai Rainforest Restoration",,,,,,"Mesua ferrea",,,,,,,,,,,,,,,,,,,,,,
"Miliusa tomentosa","4329",,,"2022-06-15 13:06:43","miliusa-tomentosa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Miliusa_tomentosa_5.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Miliusa tomentosa",,,,,,,,"Miliusa tomentosa",,,,,,,,,,,,,,,,,,,,,,
"Millettia Pinata","4330",,,"2022-06-15 13:06:45","millettia-pinata","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/07-Pongamiapinnata-ArjunSingh.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Millettia Pinata",,"Restoring hill wetlands of the Nilgiri Biosphere Reserve",,,,,,"Millettia Pinata",,,,,,,,,,,,,,,,,,,,,,
"Mitragyna parvifolia","4331",,,"2022-06-15 13:06:45","mitragyna-parvifolia","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/BDP023_Kaim-VijayDhasmana.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Mitragyna parvifolia",,,,,,,,"Mitragyna parvifolia",,,,,,,,,,,,,,,,,,,,,,
"Moringa concanensis","4332",,,"2022-06-15 13:06:47","moringa-concanensis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/ERN_moringaconcanensis-VijayDhasmana.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Moringa concanensis",,,,,,,,"Moringa concanensis",,,,,,,,,,,,,,,,,,,,,,
"Murraya koenigii","4333",,,"2022-06-15 13:06:47","murraya-koenigii","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Murraya_koenigii_Curry_leaf_leaves_in_RDA_Bogra_01.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Murraya koenigii",,,,,,,,"Murraya koenigii",,,,,,,,,,,,,,,,,,,,,,
"Murraya paniculata","4334",,,"2022-06-15 13:06:49","murraya-paniculata","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Orange_Jasmine_Murraya_paniculata_1.jpg",,"standard","closed","closed",,"0","0","Deccan Thorn Scrub forests","Murraya paniculata",,,,,,,,"Murraya paniculata",,,,,,,,,,,,,,,,,,,,,,
"Naringi crenulata","4335",,,"2022-06-15 13:06:50","naringi-crenulata","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Naringi_crenulata_3641.jpg",,"standard","closed","closed",,"0","0","Deccan Thorn Scrub forests","Naringi crenulata",,,,,,,,"Naringi crenulata",,,,,,,,,,,,,,,,,,,,,,
"Neolamarckia cadamba","4336",,,"2022-06-15 13:06:51","neolamarckia-cadamba","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Cadamba_tree_Neolamarckia_cadamba_by_Raju_Kasambe.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Neolamarckia cadamba",,,,,,,,"Neolamarckia cadamba",,,,,,,,,,,,,,,,,,,,,,
"Ophioglossum reticulatum","4337",,,"2022-06-15 13:06:54","ophioglossum-reticulatum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Ophioglossumreticulatum-SuprabhaSeshan.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Ophioglossum reticulatum",,"Rewilding former plantations and degraded forests",,,,,,"Ophioglossum reticulatum",,,,,,,,,,,,,,,,,,,,,,
"Orophea erythrocarpa","4338",,,"2022-06-15 13:06:54","orophea-erythrocarpa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/orophea2.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Orophea erythrocarpa",,,,,,,,"Orophea erythrocarpa",,,,,,,,,,,,,,,,,,,,,,
"Palaquium ellipticum","4339",,,"2022-06-15 13:06:56","palaquium-ellipticum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/07-Palaquium_ellipticum_in_Anamalais_IMG_20201208_105724-ArjunSingh.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Palaquium ellipticum",,"Anamalai Rainforest Restoration",,,,,,"Palaquium ellipticum",,,,,,,,,,,,,,,,,,,,,,
"Panicum turgidum","4340",,,"2022-06-15 13:06:56","panicum-turgidum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/6.Panicumturgidum-PradipKrishen.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Panicum turgidum",,"Kishan Bagh",,,,,,"Panicum turgidum",,,,,,,,,,,,,,,,,,,,,,
"Pavetta crassicaulis","4341",,,"2022-06-15 13:06:57","pavetta-crassicaulis","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Pavetta_crassicaulis_flowers_in_Hyderabad_W_IMG_8712.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Pavetta crassicaulis",,,,,,,,"Pavetta crassicaulis",,,,,,,,,,,,,,,,,,,,,,
"Pennisetum divisum","4342",,,"2022-06-15 13:07:01","pennisetum-divisum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/2.Pennisetumdivisum-PradipKrishen.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Pennisetum divisum",,"Kishan Bagh",,,,,,"Pennisetum divisum",,,,,,,,,,,,,,,,,,,,,,
"Phyllanthus polyphyllus","4343",,,"2022-06-15 13:07:01","phyllanthus-polyphyllus","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Phyllanthus_polyphyllus_07.jpg",,"standard","closed","closed",,"0","0","Deccan Thorn Scrub forests","Phyllanthus polyphyllus",,,,,,,,"Phyllanthus polyphyllus",,,,,,,,,,,,,,,,,,,,,,
"Poeciloneuron indicum","4344",,,"2022-06-15 13:07:03","poeciloneuron-indicum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Putankolli_15583841843.jpg",,"standard","closed","closed",,"0","0","North Western Ghats montane rainforests","Poeciloneuron indicum",,,,,,,,"Poeciloneuron indicum",,,,,,,,,,,,,,,,,,,,,,
"Polyalthia simiarum","4345",,,"2022-06-15 13:07:04","polyalthia-simiarum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/7-PolyalthiasimiarumKari-NoopurBorawake.jpg",,"standard","closed","closed",,"0","0","Eastern Himalayan broadleaf forests","Polyalthia simiarum",,"Tropical forest restoration in the Eastern Himalaya",,,,,,"Polyalthia simiarum",,,,,,,,,,,,,,,,,,,,,,
